model,file_name,item_number,formula
google/gemma-2b,mvrr_mod.json,11,(3.190703868865967 > 2.4143354892730713) & (3.190703868865967 > 3.3024771213531494) & ((3.190703868865967 - 2.4143354892730713) > (3.3024771213531494 - 2.462925434112549))
google/gemma-2b,mvrr_mod.json,12,(15.471920013427734 > 10.361655235290527) & (15.471920013427734 > 15.894700050354004) & ((15.471920013427734 - 10.361655235290527) > (15.894700050354004 - 10.441829681396484))
google/gemma-2b,mvrr_mod.json,16,(9.7987060546875 > 8.896357536315918) & (9.7987060546875 > 10.031886100769043) & ((9.7987060546875 - 8.896357536315918) > (10.031886100769043 - 8.425596237182617))
google/gemma-2b,mvrr_mod.json,19,(13.951643943786621 > 13.026808738708496) & (13.951643943786621 > 13.704977035522461) & ((13.951643943786621 - 13.026808738708496) > (13.704977035522461 - 12.053730964660645))
google/gemma-2b,mvrr_mod.json,20,(12.493090629577637 > 13.156631469726562) & (12.493090629577637 > 13.536235809326172) & ((12.493090629577637 - 13.156631469726562) > (13.536235809326172 - 13.561440467834473))
google/gemma-2b,mvrr_mod.json,21,(11.278651237487793 > 11.974403381347656) & (11.278651237487793 > 12.31482219696045) & ((11.278651237487793 - 11.974403381347656) > (12.31482219696045 - 11.928903579711914))
google/gemma-2b,nn-nv-rpl.json,1,10.74838638305664>10.986061573028564
google/gemma-2b,fgd-embed4.json,2,(10.141602754592896>11.054337978363037) & (8.6727454662323<8.624115228652954)
google/gemma-2b,fgd-embed4.json,4,(5.479104280471802>5.522034168243408) & (10.181998133659363<10.12612760066986)
google/gemma-2b,fgd-embed4.json,8,(5.690936088562012>5.615544557571411) & (24.572504967451096<24.5262411236763)
google/gemma-2b,fgd-embed4.json,11,(5.084826827049255>4.387196183204651) & (16.415114879608154<15.822682857513428)
google/gemma-2b,fgd-embed4.json,14,(9.447263717651367>9.546199321746826) & (14.562057971954346<14.667810916900635)
google/gemma-2b,fgd-embed4.json,15,(11.3183012008667>12.290451526641846) & (7.531601220369339<6.774539768695831)
google/gemma-2b,fgd-embed4.json,16,(12.436517715454102>14.520123481750488) & (11.321391344070435<11.92488694190979)
google/gemma-2b,fgd-embed4.json,20,(5.745509147644043>5.887651085853577) & (10.973844408988953<12.610509037971497)
google/gemma-2b,reflexive_src_masc.json,2,( 11.201298713684082 < 10.775544166564941 ) & ( 9.74601936340332 < 8.868654251098633 )
google/gemma-2b,reflexive_src_masc.json,5,( 4.5556745529174805 < 4.288765907287598 ) & ( 7.050457954406738 < 8.4569673538208 )
google/gemma-2b,reflexive_src_masc.json,6,( 6.283280372619629 < 5.815751075744629 ) & ( 2.565875291824341 < 4.700469017028809 )
google/gemma-2b,reflexive_src_masc.json,7,( 6.97296667098999 < 6.555121898651123 ) & ( 2.3465757369995117 < 4.275294303894043 )
google/gemma-2b,reflexive_src_masc.json,9,( 8.297165870666504 < 8.529864311218262 ) & ( 8.234824180603027 < 8.072443962097168 )
google/gemma-2b,reflexive_src_masc.json,10,( 8.63817310333252 < 8.057194709777832 ) & ( 4.4744977951049805 < 5.738734245300293 )
google/gemma-2b,reflexive_src_masc.json,11,( 2.815147638320923 < 3.3474581241607666 ) & ( 6.691804885864258 < 6.122711181640625 )
google/gemma-2b,reflexive_src_masc.json,12,( 2.246760129928589 < 2.1683223247528076 ) & ( 6.033453464508057 < 8.410100936889648 )
google/gemma-2b,reflexive_src_masc.json,19,( 6.523735523223877 < 5.036407947540283 ) & ( 6.390795707702637 < 7.050633430480957 )
google/gemma-2b,subordination_pp-pp.json,9,(6.800533294677734 > 7.006601810455322 ) & (34.95193238556385 < 39.30022010207176 )
google/gemma-2b,number_orc.json,1,(2.5427732467651367 < 4.0599260330200195) & (4.464661121368408 < 4.328007221221924)
google/gemma-2b,number_orc.json,5,(10.329304695129395 < 6.8886637687683105) & (6.965752601623535 < 11.81679630279541)
google/gemma-2b,number_orc.json,15,(13.130894660949707 < 13.79631519317627) & (12.034832954406738 < 12.019160270690918)
google/gemma-2b,number_orc.json,16,(8.848021507263184 < 8.815232276916504) & (8.47422981262207 < 10.467464447021484)
google/gemma-2b,number_orc.json,17,(9.85231876373291 < 8.481600761413574) & (8.339617729187012 < 11.75129222869873)
google/gemma-2b,reflexive_orc_masc.json,4,( 2.0662841796875 < 4.847375869750977 ) & ( 3.2616217136383057 < 2.707277536392212 )
google/gemma-2b,number_prep.json,2,(13.550992965698242 < 13.171211242675781) & (11.554498672485352 < 12.782411575317383)
google/gemma-2b,number_prep.json,5,(8.798624038696289 < 7.620450496673584) & (7.869472503662109 < 10.988758087158203)
google/gemma-2b,number_prep.json,17,(9.501347541809082 < 7.2750349044799805) & (6.980696201324463 < 11.068901062011719)
google/gemma-2b,fgd_object.json,16,(16.11629009246826 > 13.220738887786865 ) & (5.3480401039123535 < 3.0001273155212402 ) 
google/gemma-2b,npz_ambig_mod.json,22,(11.657875061035156 > 8.409422874450684 ) &  (11.657875061035156 > 10.39207649230957 )  & ((11.657875061035156 - 8.409422874450684 ) > (10.39207649230957 - 6.853878498077393 ))
google/gemma-2b,number_src.json,3,(11.157842636108398 < 10.88592529296875) & (16.00324821472168 < 15.064338684082031)
google/gemma-2b,number_src.json,5,(9.51403522491455 < 6.353056907653809) & (7.631372451782227 < 11.266307830810547)
google/gemma-2b,number_src.json,15,(9.429930686950684 < 10.414481163024902) & (10.883979797363281 < 10.523128509521484)
google/gemma-2b,number_src.json,17,(10.797181129455566 < 7.913486003875732) & (6.652566909790039 < 10.812728881835938)
google/gemma-2b,reflexive_orc_fem.json,1,( 5.921760559082031 < 5.379167556762695 ) & ( 5.71496057510376 < 6.954752445220947 )
google/gemma-2b,reflexive_orc_fem.json,5,( 5.694393157958984 < 4.394514083862305 ) & ( 7.667535305023193 < 10.776394844055176 )
google/gemma-2b,reflexive_orc_fem.json,6,( 6.5141377449035645 < 6.275505542755127 ) & ( 2.19718337059021 < 4.561483383178711 )
google/gemma-2b,reflexive_orc_fem.json,7,( 7.958004951477051 < 6.8879499435424805 ) & ( 0.4580010771751404 < 5.600820541381836 )
google/gemma-2b,reflexive_orc_fem.json,9,( 3.299504280090332 < 3.240414619445801 ) & ( 7.824953079223633 < 9.868541717529297 )
google/gemma-2b,reflexive_orc_fem.json,11,( 4.507733345031738 < 3.848513603210449 ) & ( 4.523828983306885 < 6.8926472663879395 )
google/gemma-2b,reflexive_orc_fem.json,13,( 7.523395538330078 < 6.035390853881836 ) & ( 2.122231960296631 < 5.501916408538818 )
google/gemma-2b,reflexive_orc_fem.json,15,( 5.771614074707031 < 5.594886779785156 ) & ( 5.921414852142334 < 9.563584327697754 )
google/gemma-2b,reflexive_orc_fem.json,17,( 9.077220916748047 < 8.76140022277832 ) & ( 4.15260124206543 < 7.17973518371582 )
google/gemma-2b,reflexive_orc_fem.json,19,( 3.3161489963531494 < 2.265981912612915 ) & ( 7.492232322692871 < 9.66965389251709 )
google/gemma-2b,fgd_pp.json,2,(3.1594318151474 > 2.942538559436798 ) & (11.297858238220215 < 11.28434944152832 ) 
google/gemma-2b,fgd_pp.json,6,(9.799251914024353 > 9.918021440505981 ) & (17.519694566726685 < 18.12593710422516 ) 
google/gemma-2b,fgd_pp.json,11,(2.9381542205810547 > 3.365214169025421 ) & (13.758068170398474 < 19.226003788411617 ) 
google/gemma-2b,fgd_pp.json,19,(10.120415687561035 > 10.236950099468231 ) & (20.876415014266968 < 23.10952615737915 ) 
google/gemma-2b,fgd_pp.json,20,(3.733543872833252 > 3.7902615070343018 ) & (13.670819401741028 < 17.323785364627838 ) 
google/gemma-2b,fgd_pp.json,21,(6.411640167236328 > 7.496318161487579 ) & (8.623317241668701 < 13.931339263916016 ) 
microsoft/phi-2,fgd_hierarchy.json,2,(6.907599210739136 >  5.997712433338165) & (9.085803210735321 <  8.45215755701065)
microsoft/phi-2,fgd_hierarchy.json,4,(7.346564054489136 >  8.860769852995872) & (10.044248256832361 <  18.268581807613373)
microsoft/phi-2,fgd_hierarchy.json,5,(10.66035532951355 >  6.278091669082642) & (10.974337100982666 <  9.858960151672363)
microsoft/phi-2,fgd_hierarchy.json,7,(14.826666831970215 >  17.231446743011475) & (15.004749298095703 <  23.09987163543701)
microsoft/phi-2,fgd_hierarchy.json,10,(11.534460425376892 >  9.972174048423767) & (12.724890112876892 <  11.764593124389648)
microsoft/phi-2,fgd_hierarchy.json,11,(8.243237733840942 >  7.974910020828247) & (9.575703382492065 <  9.406765341758728)
microsoft/phi-2,fgd_hierarchy.json,12,(10.277778208255768 >  12.368900746107101) & (8.95230370759964 <  8.23408329486847)
microsoft/phi-2,fgd_hierarchy.json,18,(8.905782699584961 >  9.05786943435669) & (7.937810182571411 <  15.218931674957275)
microsoft/phi-2,fgd_hierarchy.json,22,(16.486998558044434 >  16.962345838546753) & (21.59303331375122 <  24.822523593902588)
microsoft/phi-2,reflexive_src_fem.json,1,( 5.765124320983887 < 5.069365501403809 ) & ( 3.602025032043457 < 6.605691909790039 )
microsoft/phi-2,reflexive_src_fem.json,2,( 7.417690277099609 < 6.916438102722168 ) & ( 3.9178736209869385 < 7.962008476257324 )
microsoft/phi-2,reflexive_src_fem.json,4,( 4.6090850830078125 < 4.178021430969238 ) & ( 3.754518985748291 < 6.00356912612915 )
microsoft/phi-2,reflexive_src_fem.json,6,( 9.562760353088379 < 8.62865924835205 ) & ( 2.8981704711914062 < 4.616886138916016 )
microsoft/phi-2,reflexive_src_fem.json,7,( 11.786250114440918 < 9.92923641204834 ) & ( 0.8909162282943726 < 5.8019633293151855 )
microsoft/phi-2,reflexive_src_fem.json,9,( 10.334568977355957 < 7.630614757537842 ) & ( 8.95661735534668 < 10.633769989013672 )
microsoft/phi-2,reflexive_src_fem.json,13,( 8.976104736328125 < 8.620475769042969 ) & ( 1.4851090908050537 < 5.667057037353516 )
microsoft/phi-2,reflexive_src_fem.json,14,( 6.466897964477539 < 5.937404632568359 ) & ( 2.4342875480651855 < 3.8573479652404785 )
microsoft/phi-2,reflexive_src_fem.json,15,( 6.012574195861816 < 5.223097801208496 ) & ( 5.751847743988037 < 9.503661155700684 )
microsoft/phi-2,reflexive_src_fem.json,16,( 5.768181324005127 < 4.299750804901123 ) & ( 6.366279125213623 < 8.007074356079102 )
microsoft/phi-2,reflexive_src_fem.json,17,( 9.572042465209961 < 8.935373306274414 ) & ( 3.961249351501465 < 8.245875358581543 )
microsoft/phi-2,reflexive_src_fem.json,19,( 5.113971710205078 < 2.259010076522827 ) & ( 7.299893856048584 < 8.34377670288086 )
microsoft/phi-2,npi_src_any.json,38,( 6.355406284332275 < 5.63584566116333 ) & ( 4.270668983459473 < 5.420171737670898 ) & ( 6.355406284332275 < 5.420171737670898 )
microsoft/phi-2,reflexive_prep_fem.json,1,( 6.339594841003418 < 4.324976921081543 ) & ( 3.3411638736724854 < 6.168609619140625 )
microsoft/phi-2,reflexive_prep_fem.json,2,( 6.789939880371094 < 5.578990936279297 ) & ( 5.986767292022705 < 6.285949230194092 )
microsoft/phi-2,reflexive_prep_fem.json,7,( 8.741703987121582 < 8.693964958190918 ) & ( 8.651861190795898 < 10.745835304260254 )
microsoft/phi-2,reflexive_prep_fem.json,15,( 6.00797176361084 < 5.99903678894043 ) & ( 3.5194785594940186 < 7.500208854675293 )
microsoft/phi-2,reflexive_prep_fem.json,16,( 5.583696365356445 < 4.561639785766602 ) & ( 1.930389165878296 < 6.508176803588867 )
microsoft/phi-2,reflexive_prep_fem.json,17,( 12.155252456665039 < 11.866540908813477 ) & ( 11.079315185546875 < 14.071102142333984 )
microsoft/phi-2,fgd-embed3.json,3,(8.92681097984314>9.654235482215881) & (10.50502872467041<11.455827236175537)
microsoft/phi-2,fgd-embed3.json,4,(4.215713024139404>4.305734992027283) & (10.999686181545258<11.796463251113892)
microsoft/phi-2,fgd-embed3.json,6,(12.875307083129883>13.156457901000977) & (18.690800189971924<19.604331970214844)
microsoft/phi-2,fgd-embed3.json,8,(4.645141124725342>4.785690784454346) & (23.577784299850464<23.74670433998108)
microsoft/phi-2,fgd-embed3.json,9,(6.595674753189087>6.88611626625061) & (14.416399478912354<14.989388585090637)
microsoft/phi-2,fgd-embed3.json,17,(10.671229600906372>11.285730361938477) & (11.316773891448975<13.085065603256226)
microsoft/phi-2,fgd-embed3.json,18,(7.302136421203613>6.259377717971802) & (7.636937201023102<6.791950285434723)
microsoft/phi-2,subordination.json,4,(11.15352725982666 > 12.168815612792969 ) & (23.170387268066406 < 26.9721896648407 )
microsoft/phi-2,subordination.json,7,(9.814577102661133 > 9.835612297058105 ) & (25.736386358737946 < 31.33087809383869 )
microsoft/phi-2,subordination.json,12,(11.080617904663086 > 11.701709747314453 ) & (20.439839626196772 < 31.419593947939575 )
microsoft/phi-2,subordination.json,19,(10.555501937866211 > 11.479937553405762 ) & (29.683628022670746 < 36.35902118682861 )
microsoft/phi-2,subordination.json,23,(12.813071250915527 > 13.243026733398438 ) & (30.229068100452423 < 37.982361644506454 )
microsoft/phi-2,reflexive_prep_masc.json,1,( 4.675790786743164 < 4.324976921081543 ) & ( 3.3411638736724854 < 4.937640190124512 )
microsoft/phi-2,reflexive_prep_masc.json,2,( 6.522412300109863 < 5.578990936279297 ) & ( 5.986767292022705 < 6.643920421600342 )
microsoft/phi-2,reflexive_prep_masc.json,7,( 7.008175849914551 < 8.693964958190918 ) & ( 8.651861190795898 < 8.485929489135742 )
microsoft/phi-2,reflexive_prep_masc.json,9,( 2.963203191757202 < 5.642909049987793 ) & ( 5.2969818115234375 < 4.54060173034668 )
microsoft/phi-2,fgd_subject.json,4,(12.784230947494507 > 17.080063819885254 ) & (7.941686630249023 < 12.126752853393555 ) 
microsoft/phi-2,fgd_subject.json,5,(16.323404788970947 > 19.69840407371521 ) & (7.880638122558594 < 15.443175315856934 ) 
microsoft/phi-2,fgd_subject.json,6,(12.489192962646484 > 13.171690344810486 ) & (10.971861839294434 < 16.15618324279785 ) 
microsoft/phi-2,fgd_subject.json,7,(14.554466009140015 > 16.579018115997314 ) & (5.886828422546387 < 12.502347946166992 ) 
microsoft/phi-2,fgd_subject.json,8,(8.721436023712158 > 6.534516334533691 ) & (18.822749137878418 < 18.671874046325684 ) 
microsoft/phi-2,fgd_subject.json,9,(17.20927333831787 > 17.798099517822266 ) & (13.277847290039062 < 16.843957901000977 ) 
microsoft/phi-2,fgd_subject.json,10,(9.902703046798706 > 13.026986956596375 ) & (11.212515950202942 < 19.151946544647217 ) 
microsoft/phi-2,fgd_subject.json,11,(5.125023365020752 > 5.357138395309448 ) & (4.6649298667907715 < 12.792986869812012 ) 
microsoft/phi-2,fgd_subject.json,12,(8.017137289047241 > 9.483133316040039 ) & (8.352758407592773 < 13.423901557922363 ) 
microsoft/phi-2,fgd_subject.json,13,(9.952608585357666 > 10.39122200012207 ) & (16.967275619506836 < 25.625725746154785 ) 
microsoft/phi-2,fgd_subject.json,19,(10.935993671417236 > 8.861069917678833 ) & (14.761699676513672 < 14.341208457946777 ) 
microsoft/phi-2,fgd_subject.json,20,(14.19576695561409 > 14.5048246383667 ) & (4.173367500305176 < 12.072404861450195 ) 
microsoft/phi-2,fgd_subject.json,23,(10.581814765930176 > 9.685692310333252 ) & (15.322267532348633 < 13.700092315673828 ) 
microsoft/phi-2,mvrr.json,5,(6.360008239746094 > 2.777071237564087) & (6.360008239746094 > 6.360008239746094) & ((6.360008239746094 - 2.777071237564087) > (6.360008239746094 - 2.777071237564087))
microsoft/phi-2,mvrr.json,14,(14.613327980041504 > 9.87511920928955) & (14.613327980041504 > 14.802490234375) & ((14.613327980041504 - 9.87511920928955) > (14.802490234375 - 9.378140449523926))
microsoft/phi-2,mvrr.json,16,(8.703816413879395 > 7.942964553833008) & (8.703816413879395 > 11.88914966583252) & ((8.703816413879395 - 7.942964553833008) > (11.88914966583252 - 12.141079902648926))
microsoft/phi-2,mvrr.json,17,(10.514856338500977 > 2.0587589740753174) & (10.514856338500977 > 12.412965774536133) & ((10.514856338500977 - 2.0587589740753174) > (12.412965774536133 - 2.194894790649414))
microsoft/phi-2,mvrr.json,19,(12.217769622802734 > 11.165258407592773) & (12.217769622802734 > 12.736410140991211) & ((12.217769622802734 - 11.165258407592773) > (12.736410140991211 - 10.959260940551758))
microsoft/phi-2,npz_ambig.json,19,(14.118220329284668 > 6.970067977905273 ) &  (14.118220329284668 > 17.956157684326172 )  & ((14.118220329284668 - 6.970067977905273 ) > (17.956157684326172 - 7.258739948272705 ))
microsoft/phi-2,mvrr_mod.json,5,(7.294129848480225 > 1.9746229648590088) & (7.294129848480225 > 7.294129848480225) & ((7.294129848480225 - 1.9746229648590088) > (7.294129848480225 - 1.9746229648590088))
microsoft/phi-2,mvrr_mod.json,16,(9.645812034606934 > 8.467499732971191) & (9.645812034606934 > 11.144615173339844) & ((9.645812034606934 - 8.467499732971191) > (11.144615173339844 - 9.279694557189941))
microsoft/phi-2,mvrr_mod.json,17,(10.464618682861328 > 1.0899858474731445) & (10.464618682861328 > 10.744056701660156) & ((10.464618682861328 - 1.0899858474731445) > (10.744056701660156 - 1.4515451192855835))
microsoft/phi-2,mvrr_mod.json,19,(13.340290069580078 > 12.964527130126953) & (13.340290069580078 > 14.071928024291992) & ((13.340290069580078 - 12.964527130126953) > (14.071928024291992 - 12.386191368103027))
microsoft/phi-2,fgd-embed4.json,3,(8.116623044013977>8.436370372772217) & (12.320806503295898<12.141573905944824)
microsoft/phi-2,fgd-embed4.json,6,(13.977956771850586>14.00482177734375) & (19.92441177368164<20.280943870544434)
microsoft/phi-2,fgd-embed4.json,8,(5.088050842285156>5.31359338760376) & (22.5540152490139<21.0973519384861)
microsoft/phi-2,fgd-embed4.json,9,(6.945385932922363>7.160679817199707) & (14.697798252105713<15.541497468948364)
microsoft/phi-2,fgd-embed4.json,12,(9.951950550079346>6.586986064910889) & (10.732277691364288<10.03464287519455)
microsoft/phi-2,fgd-embed4.json,13,(3.938844680786133>4.081786155700684) & (18.388429403305054<19.84770917892456)
microsoft/phi-2,fgd-embed4.json,15,(10.069615602493286>10.529504537582397) & (8.038918018341064<8.274453222751617)
microsoft/phi-2,fgd-embed4.json,16,(15.804596900939941>18.060357570648193) & (10.535624504089355<12.248930931091309)
microsoft/phi-2,fgd-embed4.json,17,(9.952093839645386>10.386609554290771) & (11.228680849075317<11.302485167980194)
microsoft/phi-2,reflexive_src_masc.json,2,( 6.995693206787109 < 6.916438102722168 ) & ( 3.9178736209869385 < 7.59375 )
microsoft/phi-2,reflexive_src_masc.json,4,( 2.685781478881836 < 4.178021430969238 ) & ( 3.754518985748291 < 3.501213550567627 )
microsoft/phi-2,reflexive_src_masc.json,8,( 6.819581031799316 < 7.920748710632324 ) & ( 7.353922367095947 < 7.194729328155518 )
microsoft/phi-2,reflexive_src_masc.json,9,( 9.331517219543457 < 7.630614757537842 ) & ( 8.95661735534668 < 8.000572204589844 )
microsoft/phi-2,reflexive_src_masc.json,14,( 4.933277130126953 < 5.937404632568359 ) & ( 2.4342875480651855 < 2.3621935844421387 )
microsoft/phi-2,reflexive_src_masc.json,19,( 5.235408782958984 < 2.259010076522827 ) & ( 7.299893856048584 < 7.904987812042236 )
microsoft/phi-2,subordination_orc-orc.json,9,(8.900835037231445 > 9.51014518737793 ) & (32.389514714479446 < 42.37550771422684 )
microsoft/phi-2,number_orc.json,1,(2.4951114654541016 < 5.736392974853516) & (3.486107587814331 < 3.0148255825042725)
microsoft/phi-2,number_orc.json,3,(17.051532745361328 < 16.15060806274414) & (14.603256225585938 < 16.09645652770996)
microsoft/phi-2,number_orc.json,5,(14.504319190979004 < 9.727593421936035) & (9.29686450958252 < 13.856914520263672)
microsoft/phi-2,number_orc.json,16,(8.735356330871582 < 7.402901649475098) & (8.415785789489746 < 10.961064338684082)
microsoft/phi-2,number_orc.json,17,(14.772872924804688 < 10.115581512451172) & (9.607922554016113 < 14.634638786315918)
microsoft/phi-2,reflexive_orc_masc.json,11,( 6.520642280578613 < 5.843428611755371 ) & ( 4.50309419631958 < 6.173155307769775 )
microsoft/phi-2,reflexive_orc_masc.json,16,( 4.024340629577637 < 3.3399572372436523 ) & ( 4.422460556030273 < 6.861888885498047 )
microsoft/phi-2,reflexive_orc_masc.json,18,( 4.297264099121094 < 3.8384838104248047 ) & ( 1.8647682666778564 < 4.762825965881348 )
microsoft/phi-2,number_prep.json,3,(14.299992561340332 < 14.238301277160645) & (12.294384956359863 < 14.846339225769043)
microsoft/phi-2,number_prep.json,5,(9.60922908782959 < 7.860788822174072) & (7.329080581665039 < 11.099237442016602)
microsoft/phi-2,number_prep.json,17,(9.951251029968262 < 9.828574180603027) & (8.274112701416016 < 11.607316970825195)
microsoft/phi-2,npz_ambig_mod.json,19,(10.290915489196777 > 6.918655872344971 ) &  (10.290915489196777 > 11.750716209411621 )  & ((10.290915489196777 - 6.918655872344971 ) > (11.750716209411621 - 7.048256874084473 ))
microsoft/phi-2,number_src.json,3,(12.822305679321289 < 11.936266899108887) & (14.003639221191406 < 15.213233947753906)
microsoft/phi-2,number_src.json,5,(10.840035438537598 < 6.801181793212891) & (8.388006210327148 < 12.670862197875977)
microsoft/phi-2,number_src.json,6,(11.780572891235352 < 11.65785026550293) & (11.0910005569458 < 14.251683235168457)
microsoft/phi-2,number_src.json,14,(13.011131286621094 < 12.575006484985352) & (12.201006889343262 < 15.632818222045898)
microsoft/phi-2,number_src.json,17,(11.9412260055542 < 9.886696815490723) & (9.31995964050293 < 13.849039077758789)
microsoft/phi-2,reflexive_orc_fem.json,1,( 6.869148254394531 < 5.769285202026367 ) & ( 4.5714287757873535 < 7.9360527992248535 )
microsoft/phi-2,reflexive_orc_fem.json,2,( 6.715062618255615 < 5.426016330718994 ) & ( 1.737942099571228 < 6.881462574005127 )
microsoft/phi-2,reflexive_orc_fem.json,4,( 4.3398756980896 < 4.164639949798584 ) & ( 2.0000014305114746 < 6.583095073699951 )
microsoft/phi-2,reflexive_orc_fem.json,5,( 4.217406749725342 < 3.1069273948669434 ) & ( 7.413613796234131 < 11.166240692138672 )
microsoft/phi-2,reflexive_orc_fem.json,6,( 10.266703605651855 < 8.882359504699707 ) & ( 3.9117300510406494 < 5.310238838195801 )
microsoft/phi-2,reflexive_orc_fem.json,7,( 11.111493110656738 < 8.876120567321777 ) & ( 0.38976430892944336 < 8.247880935668945 )
microsoft/phi-2,reflexive_orc_fem.json,9,( 4.717827796936035 < 3.404494285583496 ) & ( 7.022781848907471 < 10.731710433959961 )
microsoft/phi-2,reflexive_orc_fem.json,11,( 7.492918968200684 < 5.843428611755371 ) & ( 4.50309419631958 < 7.605858325958252 )
microsoft/phi-2,reflexive_orc_fem.json,13,( 10.031974792480469 < 7.43337869644165 ) & ( 2.1716151237487793 < 5.629764080047607 )
microsoft/phi-2,reflexive_orc_fem.json,14,( 5.663397789001465 < 5.1205596923828125 ) & ( 1.8129074573516846 < 7.133275032043457 )
microsoft/phi-2,reflexive_orc_fem.json,15,( 6.456788063049316 < 4.220685958862305 ) & ( 7.854457855224609 < 12.630468368530273 )
microsoft/phi-2,reflexive_orc_fem.json,16,( 6.3028717041015625 < 3.3399572372436523 ) & ( 4.422460556030273 < 7.936497688293457 )
microsoft/phi-2,reflexive_orc_fem.json,17,( 13.455230712890625 < 11.000021934509277 ) & ( 4.0901384353637695 < 9.266533851623535 )
microsoft/phi-2,reflexive_orc_fem.json,19,( 2.8527019023895264 < 2.697361707687378 ) & ( 7.5442352294921875 < 11.640205383300781 )
microsoft/phi-2,fgd_pp.json,2,(4.311297655105591 > 5.027157366275787 ) & (11.766824722290039 < 12.17772388458252 ) 
microsoft/phi-2,fgd_pp.json,3,(9.97263765335083 > 4.326174318790436 ) & (15.987043619155884 < 15.081409335136414 ) 
microsoft/phi-2,fgd_pp.json,6,(9.478465676307678 > 10.624331712722778 ) & (18.09698861837387 < 23.298771619796753 ) 
microsoft/phi-2,fgd_pp.json,12,(9.582852482795715 > 9.639813005924225 ) & (17.16467821598053 < 25.42055869102478 ) 
microsoft/phi-2,fgd_pp.json,19,(9.578666806221008 > 10.791528105735779 ) & (14.7443927526474 < 27.766181230545044 ) 
microsoft/phi-2,npi_orc_any.json,38,( 5.870813846588135 < 5.780775547027588 ) & ( 5.061627388000488 < 5.977148532867432 ) & ( 5.870813846588135 < 5.977148532867432 )
model,file_name,item_number,formula
google-t5/t5-small,fgd_hierarchy.json,9,(9.942944526672363 >  10.08924388885498) & (8.733346939086914 <  10.946698188781738)
google-t5/t5-small,fgd_hierarchy.json,12,(8.956993103027344 >  11.14195728302002) & (9.330032348632812 <  8.767435073852539)
google-t5/t5-small,fgd_hierarchy.json,13,(9.870025634765625 >  10.52218246459961) & (12.236645698547363 <  12.534064292907715)
google-t5/t5-small,fgd_hierarchy.json,19,(8.714485168457031 >  8.735346794128418) & (10.191835403442383 <  10.449289321899414)
google-t5/t5-small,fgd_hierarchy.json,21,(11.967857360839844 >  11.560752868652344) & (14.609628677368164 <  14.191282272338867)
google-t5/t5-small,subordination_src-src.json,1,(7.306277275085449 > 7.429792404174805 ) & (36.04391098022461 < 41.11817169189453 )
google-t5/t5-small,subordination_src-src.json,3,(5.268023490905762 > 5.308885097503662 ) & (28.32778549194336 < 32.11423110961914 )
google-t5/t5-small,subordination_src-src.json,5,(5.901830673217773 > 6.267969608306885 ) & (29.096660614013672 < 32.78776550292969 )
google-t5/t5-small,subordination_src-src.json,7,(7.211979866027832 > 7.808093070983887 ) & (36.646522521972656 < 38.813358306884766 )
google-t5/t5-small,subordination_src-src.json,8,(5.856935024261475 > 6.137030601501465 ) & (34.22056579589844 < 38.15747833251953 )
google-t5/t5-small,subordination_src-src.json,12,(6.357560157775879 > 7.091723442077637 ) & (28.17108154296875 < 30.85565757751465 )
google-t5/t5-small,subordination_src-src.json,16,(5.8676533699035645 > 6.139643669128418 ) & (30.389141082763672 < 33.933982849121094 )
google-t5/t5-small,subordination_src-src.json,17,(6.53272819519043 > 7.219101905822754 ) & (32.16425323486328 < 35.73786163330078 )
google-t5/t5-small,reflexive_src_fem.json,1,( 7.614816665649414 < 6.274782180786133 ) & ( 5.892992973327637 < 8.687922477722168 )
google-t5/t5-small,reflexive_src_fem.json,2,( 7.521830081939697 < 4.85394811630249 ) & ( 4.175891876220703 < 7.935208320617676 )
google-t5/t5-small,reflexive_src_fem.json,3,( 7.3392534255981445 < 5.476152420043945 ) & ( 4.611615180969238 < 8.772581100463867 )
google-t5/t5-small,reflexive_src_fem.json,4,( 6.032931327819824 < 5.437328338623047 ) & ( 4.688675403594971 < 7.590813159942627 )
google-t5/t5-small,reflexive_src_fem.json,5,( 4.188594818115234 < 3.0100514888763428 ) & ( 5.028722763061523 < 9.131423950195312 )
google-t5/t5-small,reflexive_src_fem.json,6,( 9.974430084228516 < 5.785669803619385 ) & ( 3.8136534690856934 < 7.978583335876465 )
google-t5/t5-small,reflexive_src_fem.json,7,( 7.600065231323242 < 5.171606540679932 ) & ( 5.594790458679199 < 6.09473991394043 )
google-t5/t5-small,reflexive_src_fem.json,8,( 6.873742580413818 < 5.392224311828613 ) & ( 6.1330485343933105 < 8.510459899902344 )
google-t5/t5-small,reflexive_src_fem.json,9,( 6.575981616973877 < 4.6798787117004395 ) & ( 6.532776355743408 < 9.401021003723145 )
google-t5/t5-small,reflexive_src_fem.json,10,( 7.0821733474731445 < 5.265917778015137 ) & ( 5.972283363342285 < 7.587903022766113 )
google-t5/t5-small,reflexive_src_fem.json,11,( 6.644986152648926 < 4.049379348754883 ) & ( 4.128896236419678 < 9.012253761291504 )
google-t5/t5-small,reflexive_src_fem.json,12,( 4.244753837585449 < 3.626823663711548 ) & ( 4.815902233123779 < 7.351339340209961 )
google-t5/t5-small,reflexive_src_fem.json,13,( 8.51664924621582 < 5.940623760223389 ) & ( 3.1715590953826904 < 7.288750648498535 )
